0,labels,len,texts
,neutral,,"พี่บอกแค่ 50,000 บาทไม่ได้ในไม้เดียว"
,neutral,,ช่างปอตติฟาย YouTube
,neutral,,ที่มาที่ไปในแง่ของความเป็นจริงที่เกิดขึ้นแล้วก็ลองเอามาคำนวณต่อว่า
,neutral,50.0,การขายประกันทางโทรศัพท์ ลูกค้าสามารถยกเลิกสัญญาได้
,neutral,,ทำอะไรครับตอนนี้ต้องใช้เงินประหยัดมากเลยนะคะ
,positive,32.0,ขอบคุณมาก มีให้กดลงคะแนนด้วยมั้ย
,positive,42.0,cc บริการดี ฟรีค่าธรรมเนียมรายปีตลอดชีพเลย
,neutral,,ยิ่งตรงเป้าหมาย
,neutral,,มันไม่เชิงเป็นแบบพูดอย่างเดียวครับผู้กองอสังหาริมทรัพย์กองโครงสร้างพื้นฐาน
,neutral,49.0,ในระยะยาวถ้าเดือนไหนเกิดสิ่งไม่คาดคิด เช่นเกิดเจ็
,positive,32.0,เดี๋ยวจะประเมินผลดีเยี่ยมให้ครับ
,neutral,,แนวโน้มทิศทางโดยเฉพาะคำฮิต
,neutral,,มีอนาคตไหม
,neutral,,พรุ่งนี้ยังไงคนก็ที่ทำเช็ดโต๊ะนู่นนี่นั่นพรุ่งนี้
,neutral,,ตราสารการเงินกูต้องไปดูเรื่องดี
,negative,23.0,ยังไม่ได้รับใจเย็นๆนะคะ
,neutral,,ขอบคุณคนดีสิ่งแวดล้อมสังคมและธรรมาภิบาลทีหลังเขาจะคัดเลือก
,positive,24.0,ละเอียดยิบ ข้อมูลครบถ้วน
,neutral,46.0,เเล้วพึ่งเริ่มงานที่ใหม่ อายุงานประมาณ 2 เดือน
,neutral,,เนื้อหา
,neutral,,ใช้ความรู้
,neutral,,เรื่องของทฤษฎีหรือสภาพคล่อง
,neutral,30.0,ค่าชดเชย จะขึ้นกับว่าส่งแบบไหน
,neutral,,จะซื้อของถูก
,negative,84.0, ลูกค้าขาเมื่อลูกค้าจะแจ้งให้ตรวจสอบรายการลูกค้าต้องมีข้อมูลให้เจ้าหน้าที่ค้นหาด้วย 
,neutral,51.0,มันขึ้นว่าอยู่ในระหว่างจัดส่ง แล้วยกเลิกออร์เดอร์ไป
,neutral,,นะแล้วก็ลองทำกิจกรรมหรือว่าปีนึงแล้วก็มาสรุปกันตอนนี้หนูมีทรัพย์สินอะไรเพราะมีทรัพย์สินอะไรหนูมีสิทธิ์ตรงไหนเพราะมีตรงไหนยังไงเราต้องรู้กันไว้นะพ่อเลยเงี้ยเผื่อพ่อมีอะไรหนูมีอะไรจะได้คุยกันได้แล้วตลาดก็ไม่ต้องพูดถึงเรื่องร้ายๆที่อาจจะเกิด
,neutral,,หนึ่งเป็นเขาเรียกเป็นหนึ่งในการบริหารพอร์ตของเราได้บ้างไหม
,neutral,,nan
,neutral,53.0,พอเจอวิกฤตช่วงนั้น โครงการเอาราคาบ้าน มาหั่นครึ่งราคา
,neutral,,พรุ่งนี้ก็สามารถสูงไหมก็เสียงสูงเหมือนกันเพราะว่าเมียมีความผันผวนของราคาได้อยู่
,neutral,46.0,โทรกลับไปตอนเช้าวันจันทร์ เจ้าหน้าที่รับเรื่อง
,neutral,82.0,ถ้า จขกท ต้องการบัตรไปผ่อน iphone แนะนำ uob cash plus ผ่อน 0% ได้ 24 - 30 เดือนค่ะ
,neutral,62.0,บัญชีแค่ 2-3 หมื่นบาทต่อเดือนหารออกมาแล้วไม่ถึงหมื่นแน่นอนครับ
,neutral,31.0,ช่วงนี้สถานะการเงินเราแย่มากค่ะ
,neutral,,ส่วนใหญ่เขาจะใช้กับพวกธุรกิจอ่ะใช่ซื้อของมาเป็น US Dollar นะพี่กลัวเดี๋ยวค่าเงินมันจะไปแดก
,neutral,35.0,ยิ่งปล่อยยาก และวงเงิน ไม่สูงแน่นอน
,neutral,,อะไรอยากใส่ไหม
