texts,labels
คือคุณสองคนควรจะไปยื่นกู้บ้านร่วมกันมา น่าจะได้วงเงินที่พอกับค่าบ้าน,neutral
พรุ่งนี้ค่อนข้างที่จะ,neutral
พรุ่งนี้ก็สามารถสูงไหมก็เสียงสูงเหมือนกันเพราะว่าเมียมีความผันผวนของราคาได้อยู่,neutral
แล้วมีคำถามมาแบบนี้ผมว่าเกิน 50%,neutral
ไม่งั้นผมจะต้องดำเนินการอะไรกับคุณชักอย่าง,negative
ประมาณ 20 เปอร์เซ็นต์ของรายได้ผมถือว่า,neutral
คำแนะนำก็ตามด้านบนครับ ปรึกษาเซลล์เพื่อขอลดดาวน์แบบเงียบๆ ดาวน์ สามแสน ดึงออกมาจ่ายบัตร,neutral
น้องอธิบายได้เคลียร์ ขอบคุณมากนะครับสำหรับคำอธิบาย,positive
หนูพูดโอเค รู้เรื่อง เพราะ น่าฟังน่าปรึกษา,positive
หรือว่าใช้,neutral
แล้วมาตอบแบบนี้ ตอบส่งๆมันไม่ได้ไง เราใช้บัตรผิด ใช้บัตรถูก เราจะcomplain ยังไง,negative
ทุกที่ที่คุณสั่งถอดการ์ดได้แล้ววันนี้,neutral
ฟังดีจังการเงินแล้วก็คำแนะนำในการ,neutral
บริการดีมากครับ มีให้คะแนนมั้ยครับ,positive
"ได้ครับได้ครับเดือนละ 2,000 บาทอันนี้พอได้เพราะพ่อก็ยังครับแล้วก็",neutral
ครับผมโอเคครับครับครับผม,neutral
การปรับลดอัตราผ่อนชำระขั้นต่ำแบบอัตโนมัติ โดยไม่ต้องโทรติดต่อแจ้งความจำนงกับบริษัทฯ,neutral
รอวันที่เขาล้ม คอยมองก็พอ,neutral
ผมก็ยอมรับนะ เงื่อนไขสิทธิผู้ให้บริการ แคมเปญก็เล่นเกม,neutral
บริการได้ดีมากครับผม,positive
อธิบายเข้าใจมาก,positive
แล้วผมต้องทำไงครับ,negative
ว่าอยากจะเชียร์มีคำว่า,neutral
มันต้องใช้เทคโนโลยีเข้ามาเป็นส่วนหนึ่ง,neutral
สวัสดีครับติดตามทุกรายการของ The Standard,neutral
โดยรวมนะจะดีกว่าคุณทำอะไร,neutral
